RECORDING_SESSION_LABEL	TRIAL_INDEX	AG_Audio_LIST	AG_Loc	AG_VIDEO	Drift_Check	Session_Name_	Trial_Index_	Trial_Recycled_	bg_code	bg_name	calibration	condition	dog_session	frame_rate	session	target	target_location	trial_within_block	video_file	video_latency	DATA_FILE	EYE_USED	GROUPING_VARIABLES	IA_AREA	IA_AVERAGE_FIX_PUPIL_SIZE	IA_BOTTOM	IA_DWELL_TIME	IA_DWELL_TIME_%	IA_DYNAMIC	IA_END_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_END_TIME	IA_FIRST_RUN_FIXATION_%	IA_FIRST_RUN_FIXATION_COUNT	IA_FIRST_RUN_LANDING_POSITION	IA_FIRST_RUN_LAUNCH_SITE	IA_FIRST_RUN_START_TIME	IA_FIRST_SACCADE_AMPLITUDE	IA_FIRST_SACCADE_ANGLE	IA_FIRST_SACCADE_END_TIME	IA_FIRST_SACCADE_INDEX	IA_FIRST_SACCADE_START_TIME	IA_FIXATION_%	IA_FIXATION_COUNT	IA_FSA_COUNT_3	IA_FSA_COUNT_4	IA_FSA_DURATION_3	IA_FSA_DURATION_4	IA_GROUP	IA_ID	IA_INSTANCES_COUNT	IA_LABEL	IA_LAST_FIXATION_DURATION	IA_LAST_FIXATION_RUN	IA_LAST_FIXATION_TIME	IA_LAST_FIXATION_X	IA_LAST_FIXATION_Y	IA_LAST_RUN_DWELL_TIME	IA_LAST_RUN_END_TIME	IA_LAST_RUN_FIXATION_%	IA_LAST_RUN_FIXATION_COUNT	IA_LAST_RUN_LANDING_POSITION	IA_LAST_RUN_LAUNCH_SITE	IA_LAST_RUN_START_TIME	IA_LAST_SACCADE_AMPLITUDE	IA_LAST_SACCADE_ANGLE	IA_LAST_SACCADE_END_TIME	IA_LAST_SACCADE_INDEX	IA_LAST_SACCADE_START_TIME	IA_LEFT	IA_LEGAL	IA_LEGAL_IMMEDIATE	IA_MAX_FIX_PUPIL_SIZE	IA_MIN_FIX_PUPIL_SIZE	IA_POINTS	IA_REGRESSION_IN	IA_REGRESSION_IN_COUNT	IA_REGRESSION_OUT	IA_REGRESSION_OUT_COUNT	IA_REGRESSION_OUT_FULL	IA_REGRESSION_OUT_FULL_COUNT	IA_REGRESSION_PATH_DURATION	IA_RIGHT	IA_RUN_COUNT	IA_SECOND_FIXATION_DURATION	IA_SECOND_FIXATION_RUN	IA_SECOND_FIXATION_TIME	IA_SECOND_FIXATION_X	IA_SECOND_FIXATION_Y	IA_SECOND_RUN_DWELL_TIME	IA_SECOND_RUN_END_TIME	IA_SECOND_RUN_FIXATION_%	IA_SECOND_RUN_FIXATION_COUNT	IA_SECOND_RUN_LANDING_POSITION	IA_SECOND_RUN_LAUNCH_SITE	IA_SECOND_RUN_START_TIME	IA_SELECTIVE_REGRESSION_PATH_DURATION	IA_SKIP	IA_SPILLOVER	IA_START_TIME	IA_THIRD_FIXATION_DURATION	IA_THIRD_FIXATION_RUN	IA_THIRD_FIXATION_TIME	IA_THIRD_FIXATION_X	IA_THIRD_FIXATION_Y	IA_THIRD_RUN_DWELL_TIME	IA_THIRD_RUN_END_TIME	IA_THIRD_RUN_FIXATION_%	IA_THIRD_RUN_FIXATION_COUNT	IA_THIRD_RUN_LANDING_POSITION	IA_THIRD_RUN_LAUNCH_SITE	IA_THIRD_RUN_START_TIME	IA_TOP	IA_TYPE	INTEREST_AREA_FIXATION_SEQUENCE	IP_END_EVENT_MATCHED	IP_END_TIME	IP_INDEX	IP_LABEL	IP_START_EVENT_MATCHED	IP_START_TIME	REPORTING_METHOD	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_LABEL	TRIAL_START_TIME	TRIAL_TOTAL_VISITED_IA_COUNT
Ace_5	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Ace_5	2	False	(255, 255, 255, 255)	white	w_cuckoo32.mp4	claw	05_3	12	3	duck	down	2	cr_reach_dw_b_blue.mp4	15160	Ace_5.edf	RIGHT	bg_code	62500.00	5328.60	300	1868	0.1410	false	.	262	3	.	.	2	840	0	118.30	84.10	1	262	1101	0.0333	1	118.30	-751.70	840	19.24	164.45	839	2	761	0.1667	5	1	0	315	0	.	3	.	upper_IA_large	315	4	8567	168.00	247.10	824	8881	0.0667	2	196.80	-286.20	8024	4.51	-92.45	8566	20	8533	0	1	1	5763.00	4443.00	.	0	0	0	0	0	0	1868	250	4	376	2	3010	238.90	92.50	376	3385	0.0333	1	238.90	-374.70	3010	1868	0	.	.	406	3	5477	208.50	95.60	406	5882	0.0333	1	208.50	-332.50	5477	50	RECTANGLE	[0, 3, 0, 3, 0, 3, 0, 3, 0]	true	1045062	1	video_IP	true	1029891	Fixations	13251.00	30	2	Trial: 2	1029531	1
Ace_5	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Ace_5	2	False	(255, 255, 255, 255)	white	w_cuckoo32.mp4	claw	05_3	12	3	duck	down	2	cr_reach_dw_b_blue.mp4	15160	Ace_5.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 3, 0, 3, 0, 3, 0, 3, 0]	true	1045062	1	video_IP	true	1029891	Fixations	13251.00	30	2	Trial: 2	1029531	1
Ace_6	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Ace_6	1	False	(255, 255, 255, 255)	white	w_cuckoo32.mp4	claw	05_4	12	4	duck	down	3	cr_reach_dw_b_blue.mp4	15160	Ace_6.edf	RIGHT	bg_code	62500.00	4639.50	300	6290	0.4543	false	.	174	3	.	.	2	647	0	73.30	164.60	1	174	820	0.0312	1	73.30	-464.60	647	11.64	164.37	646	2	585	0.4375	14	9	0	4588	0	.	3	.	upper_IA_large	625	5	10718	226.40	168.40	894	11342	0.0625	2	235.70	-192.80	10406	2.93	98.06	10717	25	10675	0	1	1	5934.00	3229.00	.	0	0	0	0	0	0	6290	250	5	362	2	1364	168.60	132.40	1640	3159	0.1562	5	168.60	-539.80	1364	6290	0	1513	.	142	2	1774	196.00	255.90	1149	5415	0.0625	2	156.70	-346.80	4250	50	RECTANGLE	[0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 4]	true	1446422	1	video_IP	true	1431252	Fixations	13847.00	32	2	Trial: 1	1430972	2
Ace_6	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Ace_6	1	False	(255, 255, 255, 255)	white	w_cuckoo32.mp4	claw	05_4	12	4	duck	down	3	cr_reach_dw_b_blue.mp4	15160	Ace_6.edf	RIGHT	bg_code	62500.00	5741.00	705	1513	0.1093	false	.	1513	32	.	[3]	12	13937	1	151.80	459.90	1	1513	15450	0.0312	1	151.80	-158.30	13937	0.34	-131.61	13936	31	13928	0.0312	1	0	0	0	0	.	4	.	lower_IA_large	1513	1	13937	151.80	459.90	1513	15450	0.0312	1	151.80	-158.30	13937	0.34	-131.61	13936	31	13928	0	1	0	5741.00	5741.00	.	0	0	0	0	0	0	1513	250	1	.	.	.	.	.	.	.	.	.	.	.	.	1513	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 4]	true	1446422	1	video_IP	true	1431252	Fixations	13847.00	32	2	Trial: 1	1430972	2
Ace_6	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Ace_6	2	False	(255, 255, 255, 255)	white	w_cuckoo32.mp4	claw	05_4	12	4	duck	down	4	cr_reach_dw_b_blue.mp4	15160	Ace_6.edf	RIGHT	bg_code	62500.00	4861.36	300	6250	0.4438	false	.	374	2	.	.	2	370	0	200.10	215.50	1	374	743	0.0370	1	200.10	-535.10	370	9.79	163.72	369	1	311	0.4074	11	5	0	3647	0	.	3	.	upper_IA_large	937	6	11945	232.00	173.60	937	12881	0.0370	1	232.00	-457.80	11945	6.39	157.33	11944	23	11888	0	1	1	6531.00	3988.00	.	0	0	0	0	0	0	6250	250	6	147	2	1271	237.60	204.20	1926	3223	0.1111	3	237.60	-489.70	1271	6250	0	1225	.	1300	2	1435	179.00	185.10	1145	5820	0.0741	2	167.40	-180.00	4660	50	RECTANGLE	[0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 4]	true	1464834	1	video_IP	true	1449657	Fixations	14084.00	27	2	Trial: 2	1449546	2
Ace_6	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Ace_6	2	False	(255, 255, 255, 255)	white	w_cuckoo32.mp4	claw	05_4	12	4	duck	down	4	cr_reach_dw_b_blue.mp4	15160	Ace_6.edf	RIGHT	bg_code	62500.00	5668.00	705	1225	0.0870	false	.	1225	27	.	[3]	14	14063	1	155.20	486.00	1	1225	15288	0.0370	1	155.20	-301.90	14063	3.43	-152.44	14062	26	14032	0.0370	1	0	0	0	0	.	4	.	lower_IA_large	1225	1	14063	155.20	486.00	1225	15288	0.0370	1	155.20	-301.90	14063	3.43	-152.44	14062	26	14032	0	1	0	5668.00	5668.00	.	0	0	0	0	0	0	1225	250	1	.	.	.	.	.	.	.	.	.	.	.	.	1225	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 4]	true	1464834	1	video_IP	true	1449657	Fixations	14084.00	27	2	Trial: 2	1449546	2
Asta_1	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_1	1	False	(255, 255, 255, 255)	white	w_cuckoo64.mp4	hand	13_1	12	1	frog	up	1	hu_reach_up_b_blue.mp4	15160	Asta_1.edf	RIGHT	bg_code	62500.00	2482.33	300	2184	0.1551	false	.	153	6	.	[4]	4	3857	1	212.20	227.80	0	749	4629	0.1333	2	212.20	-273.40	3857	5.15	103.33	3856	5	3804	0.2000	3	1	0	596	0	.	3	.	upper_IA_large	1435	2	8004	195.90	265.50	1435	9438	0.0667	1	195.90	-414.30	8004	5.16	173.86	8003	10	7941	0	0	0	2774.00	2281.00	.	0	0	0	0	0	0	2184	250	2	596	1	4034	115.80	137.90	1435	9438	0.0667	1	195.90	-414.30	8004	2184	1	.	.	1435	2	8004	195.90	265.50	.	.	.	.	.	.	.	50	RECTANGLE	[0, 4, 0, 3, 0, 3, 0]	true	178064	1	video_IP	true	162891	Fixations	14077.00	15	2	Trial: 1	162169	2
Asta_1	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_1	1	False	(255, 255, 255, 255)	white	w_cuckoo64.mp4	hand	13_1	12	1	frog	up	1	hu_reach_up_b_blue.mp4	15160	Asta_1.edf	RIGHT	bg_code	62500.00	2532.00	705	335	0.0238	false	.	335	3	.	.	2	1903	0	234.50	484.40	1	335	2237	0.0667	1	234.50	-565.30	1903	11.82	-143.87	1902	2	1837	0.0667	1	0	0	0	0	.	4	.	lower_IA_large	335	1	1903	234.50	484.40	335	2237	0.0667	1	234.50	-565.30	1903	11.82	-143.87	1902	2	1837	0	0	0	2532.00	2532.00	.	0	0	0	0	0	0	2519	250	1	.	.	.	.	.	.	.	.	.	.	.	.	335	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 4, 0, 3, 0, 3, 0]	true	178064	1	video_IP	true	162891	Fixations	14077.00	15	2	Trial: 1	162169	2
Asta_1	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_1	2	False	(255, 255, 255, 255)	white	w_cuckoo64.mp4	hand	13_1	12	1	frog	up	2	hu_reach_up_b_blue.mp4	15160	Asta_1.edf	RIGHT	bg_code	62500.00	2609.00	300	2131	0.1575	false	.	1220	8	.	.	2	13000	0	228.50	211.60	1	1220	14219	0.0667	1	228.50	-468.00	13000	9.38	-135.51	12999	7	12829	0.2667	4	1	0	726	0	.	3	.	upper_IA_large	46	3	19405	115.70	293.80	46	19450	0.0667	1	115.70	-662.00	19405	16.50	177.99	19404	13	19131	0	1	1	2763.00	2420.00	.	0	0	0	0	0	0	2131	250	3	139	2	15646	165.70	234.00	865	16532	0.1333	2	165.70	-199.20	15646	2131	0	.	.	726	2	15807	166.70	146.60	46	19450	0.0667	1	115.70	-662.00	19405	50	RECTANGLE	[0, 3, 0, 3, 0, 3, 0]	true	201420	1	video_IP	true	186241	Fixations	13529.00	15	2	Trial: 2	181620	1
Asta_1	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_1	2	False	(255, 255, 255, 255)	white	w_cuckoo64.mp4	hand	13_1	12	1	frog	up	2	hu_reach_up_b_blue.mp4	15160	Asta_1.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 3, 0, 3, 0, 3, 0]	true	201420	1	video_IP	true	186241	Fixations	13529.00	15	2	Trial: 2	181620	1
Asta_2	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_2	1	False	(255, 255, 255, 255)	white	w_calibug64px.mp4	hand	13_2	12	2	frog	up	3	hu_reach_up_b_blue.mp4	15160	Asta_2.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0]	true	819202	1	video_IP	true	804040	Fixations	14226.00	12	2	Trial: 1	803618	0
Asta_2	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_2	1	False	(255, 255, 255, 255)	white	w_calibug64px.mp4	hand	13_2	12	2	frog	up	3	hu_reach_up_b_blue.mp4	15160	Asta_2.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0]	true	819202	1	video_IP	true	804040	Fixations	14226.00	12	2	Trial: 1	803618	0
Asta_2	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_2	2	False	(255, 255, 255, 255)	white	w_calibug64px.mp4	hand	13_2	12	2	frog	up	4	hu_reach_up_b_blue.mp4	15160	Asta_2.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0]	true	839050	1	video_IP	true	823873	Fixations	13061.00	13	2	Trial: 2	822226	0
Asta_2	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_2	2	False	(255, 255, 255, 255)	white	w_calibug64px.mp4	hand	13_2	12	2	frog	up	4	hu_reach_up_b_blue.mp4	15160	Asta_2.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0]	true	839050	1	video_IP	true	823873	Fixations	13061.00	13	2	Trial: 2	822226	0
Asta_3	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_3	1	False	(255, 255, 255, 255)	white	w_mouse32.mp4	claw	13_3	30.3	3	frog	up	1	cr_reach_up_b_blue.mp4	15160	Asta_3.edf	RIGHT	bg_code	62500.00	3216.00	300	8098	0.5487	false	.	5539	2	.	.	2	3838	0	240.00	297.70	1	5539	9376	0.0833	1	240.00	-599.00	3838	11.58	179.13	3837	1	3781	0.1667	2	0	1	0	2520	.	3	.	upper_IA_large	2559	2	10819	178.50	282.80	2559	13377	0.0833	1	178.50	-334.40	10819	3.11	-115.40	10818	5	10779	0	1	1	3221.00	3211.00	.	0	0	0	0	0	0	8098	250	2	2559	2	10819	178.50	282.80	2559	13377	0.0833	1	178.50	-334.40	10819	8098	0	2520	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0, 3, 0, 3, 4, 0]	true	10469344	1	video_IP	true	10454164	Fixations	14759.00	12	2	Trial: 1	10450535	2
Asta_3	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_3	1	False	(255, 255, 255, 255)	white	w_mouse32.mp4	claw	13_3	30.3	3	frog	up	1	cr_reach_up_b_blue.mp4	15160	Asta_3.edf	RIGHT	bg_code	62500.00	2825.00	705	2520	0.1707	false	.	2520	7	3	[3]	5	13422	1	230.90	474.20	1	2520	15941	0.0833	1	230.90	-178.50	13422	4.70	-70.86	13421	6	13378	0.0833	1	0	0	0	0	.	4	.	lower_IA_large	2520	1	13422	230.90	474.20	2520	15941	0.0833	1	230.90	-178.50	13422	4.70	-70.86	13421	6	13378	0	1	1	2825.00	2825.00	.	0	0	0	0	0	0	2520	250	1	.	.	.	.	.	.	.	.	.	.	.	.	2520	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 3, 0, 3, 4, 0]	true	10469344	1	video_IP	true	10454164	Fixations	14759.00	12	2	Trial: 1	10450535	2
Asta_3	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_3	2	False	(255, 255, 255, 255)	white	w_mouse32.mp4	claw	13_3	30.3	3	frog	up	2	cr_reach_up_b_blue.mp4	15160	Asta_3.edf	RIGHT	bg_code	62500.00	2668.50	300	3070	0.2263	false	.	197	6	.	.	2	4647	0	141.10	183.70	1	197	4843	0.0526	1	141.10	-668.20	4647	15.41	172.48	4646	5	4545	0.1053	2	0	0	0	0	.	3	.	upper_IA_large	2873	2	14951	247.00	205.30	2873	17823	0.0526	1	247.00	-382.20	14951	4.44	141.48	14950	17	14828	0	1	1	2716.00	2621.00	.	0	0	0	0	0	0	197	250	2	2873	2	14951	247.00	205.30	2873	17823	0.0526	1	247.00	-382.20	14951	197	0	1450	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0, 3, 0, 4, 0, 3, 0]	true	10490662	1	video_IP	true	10475499	Fixations	13568.00	19	2	Trial: 2	10472368	2
Asta_3	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_3	2	False	(255, 255, 255, 255)	white	w_mouse32.mp4	claw	13_3	30.3	3	frog	up	2	cr_reach_up_b_blue.mp4	15160	Asta_3.edf	RIGHT	bg_code	62500.00	2952.00	705	1500	0.1106	false	.	1450	10	.	[3]	4	6431	1	93.60	483.50	1	1500	7949	0.1053	2	93.60	65.40	6431	2.85	5.79	6430	9	6397	0.1053	2	0	1	0	50	.	4	.	lower_IA_large	50	1	7900	173.20	501.90	1500	7949	0.1053	2	93.60	65.40	6431	1.43	-16.18	7899	10	7881	0	1	0	3046.00	2858.00	.	0	0	0	0	0	0	4373	250	1	50	1	7900	173.20	501.90	.	.	.	.	.	.	.	1500	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 3, 0, 4, 0, 3, 0]	true	10490662	1	video_IP	true	10475499	Fixations	13568.00	19	2	Trial: 2	10472368	2
Asta_4	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_4	1	False	(255, 255, 255, 255)	white	w_fly64.mp4	claw	13_4	30.3	4	frog	up	3	cr_reach_up_b_blue.mp4	15160	Asta_4.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0, 4, 0, 4, 0, 4, 0]	true	1214996	1	video_IP	true	1199832	Fixations	12061.00	14	2	Trial: 1	1199100	1
Asta_4	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_4	1	False	(255, 255, 255, 255)	white	w_fly64.mp4	claw	13_4	30.3	4	frog	up	3	cr_reach_up_b_blue.mp4	15160	Asta_4.edf	RIGHT	bg_code	62500.00	2044.33	705	2059	0.1707	false	.	29	2	.	.	2	1655	0	237.00	548.90	1	29	1683	0.0714	1	237.00	-459.20	1655	0.48	-54.81	1654	1	1423	0.2143	3	0	0	0	0	.	4	.	lower_IA_large	447	3	13473	215.00	547.60	447	13919	0.0714	1	215.00	-106.60	13473	3.74	-51.16	13472	9	13425	0	0	0	2147.00	1859.00	.	0	0	0	0	0	0	2059	250	3	1583	2	10379	196.10	477.10	1583	11961	0.0714	1	196.10	-148.00	10379	2059	0	.	.	447	3	13473	215.00	547.60	447	13919	0.0714	1	215.00	-106.60	13473	455	RECTANGLE	[0, 4, 0, 4, 0, 4, 0]	true	1214996	1	video_IP	true	1199832	Fixations	12061.00	14	2	Trial: 1	1199100	1
Asta_4	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 416)	.	0	Asta_4	2	False	(255, 255, 255, 255)	white	w_fly64.mp4	claw	13_4	30.3	4	frog	up	4	cr_reach_up_b_blue.mp4	15160	Asta_4.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0, 4, 0, 4, 0, 4, 0]	true	1245480	1	video_IP	true	1230311	Fixations	11205.00	21	2	Trial: 2	1220277	1
Asta_4	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 416)	.	0	Asta_4	2	False	(255, 255, 255, 255)	white	w_fly64.mp4	claw	13_4	30.3	4	frog	up	4	cr_reach_up_b_blue.mp4	15160	Asta_4.edf	RIGHT	bg_code	62500.00	1753.75	705	598	0.0534	false	.	449	11	.	.	2	16330	0	175.30	462.80	1	486	16866	0.0952	2	175.30	-347.30	16330	10.59	-106.42	16329	10	16197	0.1905	4	0	1	0	37	.	4	.	lower_IA_large	87	3	23662	247.30	578.40	87	23748	0.0476	1	247.30	-277.70	23662	7.34	-92.52	23661	17	23588	0	0	0	1917.00	1604.00	.	0	0	0	0	0	0	598	250	3	37	1	16830	213.50	575.60	25	18756	0.0476	1	221.90	-110.50	18732	598	0	.	.	25	2	18732	221.90	524.90	87	23748	0.0476	1	247.30	-277.70	23662	455	RECTANGLE	[0, 4, 0, 4, 0, 4, 0]	true	1245480	1	video_IP	true	1230311	Fixations	11205.00	21	2	Trial: 2	1220277	1
Beny_1	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_1	1	False	(255, 255, 255, 255)	white	w_fly32.mp4	hand	03_1	30.3	1	frog	up	1	hu_reach_up_b_blue.mp4	15160	Beny_1.edf	RIGHT	bg_code	62500.00	1931.00	300	3016	0.2081	false	.	2357	12	4	[4]	3	15049	1	153.60	190.50	0	3016	18093	0.1333	2	153.60	-127.10	15049	8.50	85.56	15048	11	15011	0.1333	2	1	0	659	0	.	3	.	upper_IA_large	659	1	17435	144.90	165.40	3016	18093	0.1333	2	153.60	-127.10	15049	1.51	93.46	17434	12	17406	0	0	0	2045.00	1817.00	.	1	1	0	0	0	0	3016	250	1	659	1	17435	144.90	165.40	.	.	.	.	.	.	.	3016	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0, 4, 3, 0]	true	1453260	1	video_IP	true	1438083	Fixations	14495.00	15	2	Trial: 1	1431226	2
