RECORDING_SESSION_LABEL	TRIAL_INDEX	AG_Audio_LIST	AG_Loc	AG_VIDEO	Drift_Check	Session_Name_	Trial_Index_	Trial_Recycled_	bg_code	bg_name	calibration	condition	dog_session	frame_rate	session	target	target_location	trial_within_block	video_file	video_latency	DATA_FILE	EYE_USED	GROUPING_VARIABLES	IA_AREA	IA_AVERAGE_FIX_PUPIL_SIZE	IA_BOTTOM	IA_DWELL_TIME	IA_DWELL_TIME_%	IA_DYNAMIC	IA_END_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_END_TIME	IA_FIRST_RUN_FIXATION_%	IA_FIRST_RUN_FIXATION_COUNT	IA_FIRST_RUN_LANDING_POSITION	IA_FIRST_RUN_LAUNCH_SITE	IA_FIRST_RUN_START_TIME	IA_FIRST_SACCADE_AMPLITUDE	IA_FIRST_SACCADE_ANGLE	IA_FIRST_SACCADE_END_TIME	IA_FIRST_SACCADE_INDEX	IA_FIRST_SACCADE_START_TIME	IA_FIXATION_%	IA_FIXATION_COUNT	IA_FSA_COUNT_3	IA_FSA_COUNT_4	IA_FSA_DURATION_3	IA_FSA_DURATION_4	IA_GROUP	IA_ID	IA_INSTANCES_COUNT	IA_LABEL	IA_LAST_FIXATION_DURATION	IA_LAST_FIXATION_RUN	IA_LAST_FIXATION_TIME	IA_LAST_FIXATION_X	IA_LAST_FIXATION_Y	IA_LAST_RUN_DWELL_TIME	IA_LAST_RUN_END_TIME	IA_LAST_RUN_FIXATION_%	IA_LAST_RUN_FIXATION_COUNT	IA_LAST_RUN_LANDING_POSITION	IA_LAST_RUN_LAUNCH_SITE	IA_LAST_RUN_START_TIME	IA_LAST_SACCADE_AMPLITUDE	IA_LAST_SACCADE_ANGLE	IA_LAST_SACCADE_END_TIME	IA_LAST_SACCADE_INDEX	IA_LAST_SACCADE_START_TIME	IA_LEFT	IA_LEGAL	IA_LEGAL_IMMEDIATE	IA_MAX_FIX_PUPIL_SIZE	IA_MIN_FIX_PUPIL_SIZE	IA_POINTS	IA_REGRESSION_IN	IA_REGRESSION_IN_COUNT	IA_REGRESSION_OUT	IA_REGRESSION_OUT_COUNT	IA_REGRESSION_OUT_FULL	IA_REGRESSION_OUT_FULL_COUNT	IA_REGRESSION_PATH_DURATION	IA_RIGHT	IA_RUN_COUNT	IA_SECOND_FIXATION_DURATION	IA_SECOND_FIXATION_RUN	IA_SECOND_FIXATION_TIME	IA_SECOND_FIXATION_X	IA_SECOND_FIXATION_Y	IA_SECOND_RUN_DWELL_TIME	IA_SECOND_RUN_END_TIME	IA_SECOND_RUN_FIXATION_%	IA_SECOND_RUN_FIXATION_COUNT	IA_SECOND_RUN_LANDING_POSITION	IA_SECOND_RUN_LAUNCH_SITE	IA_SECOND_RUN_START_TIME	IA_SELECTIVE_REGRESSION_PATH_DURATION	IA_SKIP	IA_SPILLOVER	IA_START_TIME	IA_THIRD_FIXATION_DURATION	IA_THIRD_FIXATION_RUN	IA_THIRD_FIXATION_TIME	IA_THIRD_FIXATION_X	IA_THIRD_FIXATION_Y	IA_THIRD_RUN_DWELL_TIME	IA_THIRD_RUN_END_TIME	IA_THIRD_RUN_FIXATION_%	IA_THIRD_RUN_FIXATION_COUNT	IA_THIRD_RUN_LANDING_POSITION	IA_THIRD_RUN_LAUNCH_SITE	IA_THIRD_RUN_START_TIME	IA_TOP	IA_TYPE	INTEREST_AREA_FIXATION_SEQUENCE	IP_END_EVENT_MATCHED	IP_END_TIME	IP_INDEX	IP_LABEL	IP_START_EVENT_MATCHED	IP_START_TIME	REPORTING_METHOD	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_LABEL	TRIAL_START_TIME	TRIAL_TOTAL_VISITED_IA_COUNT
Ace_5	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Ace_5	2	False	(255, 255, 255, 255)	white	w_cuckoo32.mp4	claw	05_3	12	3	duck	down	2	cr_reach_dw_b_blue.mp4	15160	Ace_5.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0]	true	1045062	2	video_IP_end	true	1041853	Fixations	2483.00	3	2	Trial: 2	1029531	0
Ace_5	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Ace_5	2	False	(255, 255, 255, 255)	white	w_cuckoo32.mp4	claw	05_3	12	3	duck	down	2	cr_reach_dw_b_blue.mp4	15160	Ace_5.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0]	true	1045062	2	video_IP_end	true	1041853	Fixations	2483.00	3	2	Trial: 2	1029531	0
Ace_6	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Ace_6	1	False	(255, 255, 255, 255)	white	w_cuckoo32.mp4	claw	05_4	12	4	duck	down	3	cr_reach_dw_b_blue.mp4	15160	Ace_6.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0, 4]	true	1446422	2	video_IP_end	true	1443217	Fixations	3043.00	6	2	Trial: 1	1430972	1
Ace_6	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Ace_6	1	False	(255, 255, 255, 255)	white	w_cuckoo32.mp4	claw	05_4	12	4	duck	down	3	cr_reach_dw_b_blue.mp4	15160	Ace_6.edf	RIGHT	bg_code	62500.00	5741.00	705	1513	0.4972	false	.	1513	6	.	.	2	13937	0	151.80	459.90	1	1513	15450	0.1667	1	151.80	-158.30	13937	0.34	-131.61	13936	5	13928	0.1667	1	0	0	0	0	.	4	.	lower_IA_large	1513	1	13937	151.80	459.90	1513	15450	0.1667	1	151.80	-158.30	13937	0.34	-131.61	13936	5	13928	0	0	0	5741.00	5741.00	.	0	0	0	0	0	0	1513	250	1	.	.	.	.	.	.	.	.	.	.	.	.	1513	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 4]	true	1446422	2	video_IP_end	true	1443217	Fixations	3043.00	6	2	Trial: 1	1430972	1
Ace_6	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Ace_6	2	False	(255, 255, 255, 255)	white	w_cuckoo32.mp4	claw	05_4	12	4	duck	down	4	cr_reach_dw_b_blue.mp4	15160	Ace_6.edf	RIGHT	bg_code	62500.00	5163.00	300	797	0.2696	false	.	797	1	.	.	1	12085	0	232.00	173.60	1	797	12881	0.2500	1	232.00	.	12085	.	.	.	.	.	0.2500	1	0	0	0	0	.	3	.	upper_IA_large	797	1	12085	232.00	173.60	797	12881	0.2500	1	232.00	.	12085	.	.	.	.	.	0	1	1	5163.00	5163.00	.	0	0	0	0	0	0	797	250	1	.	.	.	.	.	.	.	.	.	.	.	.	797	0	1225	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[3, 0, 4]	true	1464834	2	video_IP_end	true	1461631	Fixations	2956.00	4	2	Trial: 2	1449546	2
Ace_6	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Ace_6	2	False	(255, 255, 255, 255)	white	w_cuckoo32.mp4	claw	05_4	12	4	duck	down	4	cr_reach_dw_b_blue.mp4	15160	Ace_6.edf	RIGHT	bg_code	62500.00	5668.00	705	1225	0.4144	false	.	1225	4	.	[3]	3	14063	1	155.20	486.00	1	1225	15288	0.2500	1	155.20	-301.90	14063	3.43	-152.44	14062	3	14032	0.2500	1	0	0	0	0	.	4	.	lower_IA_large	1225	1	14063	155.20	486.00	1225	15288	0.2500	1	155.20	-301.90	14063	3.43	-152.44	14062	3	14032	0	1	0	5668.00	5668.00	.	0	0	0	0	0	0	1225	250	1	.	.	.	.	.	.	.	.	.	.	.	.	1225	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[3, 0, 4]	true	1464834	2	video_IP_end	true	1461631	Fixations	2956.00	4	2	Trial: 2	1449546	2
Asta_1	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_1	1	False	(255, 255, 255, 255)	white	w_cuckoo64.mp4	hand	13_1	12	1	frog	up	1	hu_reach_up_b_blue.mp4	15160	Asta_1.edf	RIGHT	bg_code	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0]	true	178064	2	video_IP_end	true	174852	Fixations	2992.00	3	2	Trial: 1	162169	0
Asta_1	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_1	1	False	(255, 255, 255, 255)	white	w_cuckoo64.mp4	hand	13_1	12	1	frog	up	1	hu_reach_up_b_blue.mp4	15160	Asta_1.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0]	true	178064	2	video_IP_end	true	174852	Fixations	2992.00	3	2	Trial: 1	162169	0
Asta_1	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_1	2	False	(255, 255, 255, 255)	white	w_cuckoo64.mp4	hand	13_1	12	1	frog	up	2	hu_reach_up_b_blue.mp4	15160	Asta_1.edf	RIGHT	bg_code	62500.00	2677.00	300	46	0.0165	false	.	46	3	.	.	2	19405	0	115.70	293.80	1	46	19450	0.2500	1	115.70	-662.00	19405	16.50	177.99	19404	3	19131	0.2500	1	0	0	0	0	.	3	.	upper_IA_large	46	1	19405	115.70	293.80	46	19450	0.2500	1	115.70	-662.00	19405	16.50	177.99	19404	3	19131	0	1	1	2677.00	2677.00	.	0	0	0	0	0	0	46	250	1	.	.	.	.	.	.	.	.	.	.	.	.	46	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0, 3, 0]	true	201420	2	video_IP_end	true	198205	Fixations	2785.00	4	2	Trial: 2	181620	1
Asta_1	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Asta_1	2	False	(255, 255, 255, 255)	white	w_cuckoo64.mp4	hand	13_1	12	1	frog	up	2	hu_reach_up_b_blue.mp4	15160	Asta_1.edf	RIGHT	bg_code	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 3, 0]	true	201420	2	video_IP_end	true	198205	Fixations	2785.00	4	2	Trial: 2	181620	1
