RECORDING_SESSION_LABEL	TRIAL_INDEX	AG_Audio_LIST	AG_Loc	AG_VIDEO	Drift_Check	Session_Name_	Trial_Index_	Trial_Recycled_	bg_code	bg_name	calibration	condition	dog_session	frame_rate	session	target	target_location	trial_within_block	video_file	video_latency	DATA_FILE	EYE_USED	GROUPING_VARIABLES	IA_AREA	IA_AVERAGE_FIX_PUPIL_SIZE	IA_BOTTOM	IA_DWELL_TIME	IA_DWELL_TIME_%	IA_DYNAMIC	IA_END_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_END_TIME	IA_FIRST_RUN_FIXATION_%	IA_FIRST_RUN_FIXATION_COUNT	IA_FIRST_RUN_LANDING_POSITION	IA_FIRST_RUN_LAUNCH_SITE	IA_FIRST_RUN_START_TIME	IA_FIRST_SACCADE_AMPLITUDE	IA_FIRST_SACCADE_ANGLE	IA_FIRST_SACCADE_END_TIME	IA_FIRST_SACCADE_INDEX	IA_FIRST_SACCADE_START_TIME	IA_FIXATION_%	IA_FIXATION_COUNT	IA_FSA_COUNT_3	IA_FSA_COUNT_4	IA_FSA_COUNT_5	IA_FSA_COUNT_6	IA_FSA_COUNT_7	IA_FSA_DURATION_3	IA_FSA_DURATION_4	IA_FSA_DURATION_5	IA_FSA_DURATION_6	IA_FSA_DURATION_7	IA_GROUP	IA_ID	IA_INSTANCES_COUNT	IA_LABEL	IA_LAST_FIXATION_DURATION	IA_LAST_FIXATION_RUN	IA_LAST_FIXATION_TIME	IA_LAST_FIXATION_X	IA_LAST_FIXATION_Y	IA_LAST_RUN_DWELL_TIME	IA_LAST_RUN_END_TIME	IA_LAST_RUN_FIXATION_%	IA_LAST_RUN_FIXATION_COUNT	IA_LAST_RUN_LANDING_POSITION	IA_LAST_RUN_LAUNCH_SITE	IA_LAST_RUN_START_TIME	IA_LAST_SACCADE_AMPLITUDE	IA_LAST_SACCADE_ANGLE	IA_LAST_SACCADE_END_TIME	IA_LAST_SACCADE_INDEX	IA_LAST_SACCADE_START_TIME	IA_LEFT	IA_LEGAL	IA_LEGAL_IMMEDIATE	IA_MAX_FIX_PUPIL_SIZE	IA_MIN_FIX_PUPIL_SIZE	IA_POINTS	IA_REGRESSION_IN	IA_REGRESSION_IN_COUNT	IA_REGRESSION_OUT	IA_REGRESSION_OUT_COUNT	IA_REGRESSION_OUT_FULL	IA_REGRESSION_OUT_FULL_COUNT	IA_REGRESSION_PATH_DURATION	IA_RIGHT	IA_RUN_COUNT	IA_SECOND_FIXATION_DURATION	IA_SECOND_FIXATION_RUN	IA_SECOND_FIXATION_TIME	IA_SECOND_FIXATION_X	IA_SECOND_FIXATION_Y	IA_SECOND_RUN_DWELL_TIME	IA_SECOND_RUN_END_TIME	IA_SECOND_RUN_FIXATION_%	IA_SECOND_RUN_FIXATION_COUNT	IA_SECOND_RUN_LANDING_POSITION	IA_SECOND_RUN_LAUNCH_SITE	IA_SECOND_RUN_START_TIME	IA_SELECTIVE_REGRESSION_PATH_DURATION	IA_SKIP	IA_SPILLOVER	IA_START_TIME	IA_THIRD_FIXATION_DURATION	IA_THIRD_FIXATION_RUN	IA_THIRD_FIXATION_TIME	IA_THIRD_FIXATION_X	IA_THIRD_FIXATION_Y	IA_THIRD_RUN_DWELL_TIME	IA_THIRD_RUN_END_TIME	IA_THIRD_RUN_FIXATION_%	IA_THIRD_RUN_FIXATION_COUNT	IA_THIRD_RUN_LANDING_POSITION	IA_THIRD_RUN_LAUNCH_SITE	IA_THIRD_RUN_START_TIME	IA_TOP	IA_TYPE	INTEREST_AREA_FIXATION_SEQUENCE	IP_END_EVENT_MATCHED	IP_END_TIME	IP_INDEX	IP_LABEL	IP_START_EVENT_MATCHED	IP_START_TIME	REPORTING_METHOD	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_LABEL	TRIAL_START_TIME	TRIAL_TOTAL_VISITED_IA_COUNT
Beny_2	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_2	2	False	(255, 255, 255, 255)	white	w_fly32.mp4	hand	03_2	30.3	2	frog	up	4	hu_reach_up_b_blue.mp4	15160	Beny_2.edf	RIGHT	condition: target_location	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	0	0	0	0	.	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 3]	true	16373124	2	video_IP_end	true	16369917	Fixations	3025.00	3	4	Trial: 2	16336062	1
Beny_2	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_2	2	False	(255, 255, 255, 255)	white	w_fly32.mp4	hand	03_2	30.3	2	frog	up	4	hu_reach_up_b_blue.mp4	15160	Beny_2.edf	RIGHT	condition: target_location	195277.68	.	502	0	0.0000	true	-9747	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	0	0	0	0	.	.	5	21	hand_up	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	595	0	0	.	.	.	.	.	.	.	.	.	.	1023	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	-11958	.	.	.	.	.	.	.	.	.	.	.	.	257	RECTANGLE	[0, 3]	true	16373124	2	video_IP_end	true	16369917	Fixations	3025.00	3	4	Trial: 2	16336062	1
Beny_2	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_2	2	False	(255, 255, 255, 255)	white	w_fly32.mp4	hand	03_2	30.3	2	frog	up	4	hu_reach_up_b_blue.mp4	15160	Beny_2.edf	RIGHT	condition: target_location	160845.08	.	521	0	0.0000	true	3215	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	0	0	.	0	0	0	0	.	.	6	23	test_hand	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	625	0	0	.	.	.	.	.	.	.	.	.	.	1024	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	-1753	.	.	.	.	.	.	.	.	.	.	.	.	268	RECTANGLE	[0, 3]	true	16373124	2	video_IP_end	true	16369917	Fixations	3025.00	3	4	Trial: 2	16336062	1
Beny_3	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_3	1	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	03_3	30.3	3	frog	up	1	cr_reach_up_b_blue.mp4	15160	Beny_3.edf	RIGHT	condition: target_location	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[7]	true	737920	2	video_IP_end	true	734722	Fixations	3163.00	1	4	Trial: 1	720300	1
Beny_3	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_3	1	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	03_3	30.3	3	frog	up	1	cr_reach_up_b_blue.mp4	15160	Beny_3.edf	RIGHT	condition: target_location	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[7]	true	737920	2	video_IP_end	true	734722	Fixations	3163.00	1	4	Trial: 1	720300	1
Beny_3	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_3	1	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	03_3	30.3	3	frog	up	1	cr_reach_up_b_blue.mp4	15160	Beny_3.edf	RIGHT	condition: target_location	207484.09	.	502	0	0.0000	true	-9762	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	6	23	claw_up	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	595	0	0	.	.	.	.	.	.	.	.	.	.	1023	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	-11973	.	.	.	.	.	.	.	.	.	.	.	.	257	RECTANGLE	[7]	true	737920	2	video_IP_end	true	734722	Fixations	3163.00	1	4	Trial: 1	720300	1
Beny_3	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_3	1	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	03_3	30.3	3	frog	up	1	cr_reach_up_b_blue.mp4	15160	Beny_3.edf	RIGHT	condition: target_location	163441.69	1415.00	513	3133	0.9905	true	3207	3133	1	.	.	1	14457	0	353.20	298.30	1	3133	17620	1.0000	1	126.46	.	14457	6.39	-33.08	14456	.	14401	1.0000	1	0	0	.	0	0	0	0	.	0	0	.	7	11	test_claw	3133	1	14457	353.20	298.30	3133	17620	1.0000	1	126.46	.	14457	6.39	-33.08	14456	.	14401	669	0	0	1415.00	1415.00	.	0	0	0	0	0	0	3163	1024	1	.	.	.	.	.	.	.	.	.	.	.	.	3163	0	.	-1774	.	.	.	.	.	.	.	.	.	.	.	.	248	RECTANGLE	[7]	true	737920	2	video_IP_end	true	734722	Fixations	3163.00	1	4	Trial: 1	720300	1
Beny_3	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 283)	.	0	Beny_3	2	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	03_3	30.3	3	frog	up	2	cr_reach_up_b_blue.mp4	15160	Beny_3.edf	RIGHT	condition: target_location	62500.00	2229.00	300	1330	0.4404	false	.	1330	3	.	.	2	38208	0	173.50	122.00	1	1330	39538	0.3333	1	173.50	-357.30	38208	4.19	179.61	38207	2	38174	0.3333	1	0	0	.	0	0	0	0	.	0	0	.	3	.	upper_IA_large	1330	1	38208	173.50	122.00	1330	39538	0.3333	1	173.50	-357.30	38208	4.19	179.61	38207	2	38174	0	1	1	2229.00	2229.00	.	0	0	0	0	0	0	1330	250	1	.	.	.	.	.	.	.	.	.	.	.	.	1330	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0, 3]	true	782420	2	video_IP_end	true	779213	Fixations	3020.00	3	4	Trial: 2	742882	1
Beny_3	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 283)	.	0	Beny_3	2	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	03_3	30.3	3	frog	up	2	cr_reach_up_b_blue.mp4	15160	Beny_3.edf	RIGHT	condition: target_location	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 3]	true	782420	2	video_IP_end	true	779213	Fixations	3020.00	3	4	Trial: 2	742882	1
Beny_3	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 283)	.	0	Beny_3	2	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	03_3	30.3	3	frog	up	2	cr_reach_up_b_blue.mp4	15160	Beny_3.edf	RIGHT	condition: target_location	207484.09	.	502	0	0.0000	true	-9755	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	6	23	claw_up	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	595	0	0	.	.	.	.	.	.	.	.	.	.	1023	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	-11966	.	.	.	.	.	.	.	.	.	.	.	.	257	RECTANGLE	[0, 3]	true	782420	2	video_IP_end	true	779213	Fixations	3020.00	3	4	Trial: 2	742882	1
Beny_3	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 283)	.	0	Beny_3	2	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	03_3	30.3	3	frog	up	2	cr_reach_up_b_blue.mp4	15160	Beny_3.edf	RIGHT	condition: target_location	163441.69	.	513	0	0.0000	true	3214	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	7	11	test_claw	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	669	0	0	.	.	.	.	.	.	.	.	.	.	1024	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	-1767	.	.	.	.	.	.	.	.	.	.	.	.	248	RECTANGLE	[0, 3]	true	782420	2	video_IP_end	true	779213	Fixations	3020.00	3	4	Trial: 2	742882	1
Beny_4	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_4	1	False	(255, 255, 255, 255)	white	w_fly32.mp4	claw	03_4	30.3	4	frog	up	3	cr_reach_up_b_blue.mp4	15160	Beny_4.edf	RIGHT	condition: target_location	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[7]	true	170381	2	video_IP_end	true	167176	Fixations	3178.00	2	4	Trial: 1	153603	1
Beny_4	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_4	1	False	(255, 255, 255, 255)	white	w_fly32.mp4	claw	03_4	30.3	4	frog	up	3	cr_reach_up_b_blue.mp4	15160	Beny_4.edf	RIGHT	condition: target_location	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[7]	true	170381	2	video_IP_end	true	167176	Fixations	3178.00	2	4	Trial: 1	153603	1
Beny_4	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_4	1	False	(255, 255, 255, 255)	white	w_fly32.mp4	claw	03_4	30.3	4	frog	up	3	cr_reach_up_b_blue.mp4	15160	Beny_4.edf	RIGHT	condition: target_location	207484.09	.	502	0	0.0000	true	-9747	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	6	23	claw_up	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	595	0	0	.	.	.	.	.	.	.	.	.	.	1023	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	-11958	.	.	.	.	.	.	.	.	.	.	.	.	257	RECTANGLE	[7]	true	170381	2	video_IP_end	true	167176	Fixations	3178.00	2	4	Trial: 1	153603	1
Beny_4	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_4	1	False	(255, 255, 255, 255)	white	w_fly32.mp4	claw	03_4	30.3	4	frog	up	3	cr_reach_up_b_blue.mp4	15160	Beny_4.edf	RIGHT	condition: target_location	163441.69	2358.00	513	3177	0.9997	true	3222	422	1	.	.	1	13573	0	549.90	294.40	1	3177	16778	1.0000	2	302.41	.	13573	.	.	.	.	.	1.0000	2	0	0	.	0	1	0	0	.	0	2754	.	7	11	test_claw	2755	1	14024	394.60	303.70	3177	16778	1.0000	2	302.41	.	13573	3.06	-177.53	14023	1	13997	669	0	0	2524.00	2192.00	.	0	0	0	0	0	0	3178	1024	1	2755	1	14024	394.60	303.70	.	.	.	.	.	.	.	3178	0	.	-1759	.	.	.	.	.	.	.	.	.	.	.	.	248	RECTANGLE	[7]	true	170381	2	video_IP_end	true	167176	Fixations	3178.00	2	4	Trial: 1	153603	1
Beny_4	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_4	2	False	(255, 255, 255, 255)	white	w_fly32.mp4	claw	03_4	30.3	4	frog	up	4	cr_reach_up_b_blue.mp4	15160	Beny_4.edf	RIGHT	condition: target_location	62500.00	2288.00	300	298	0.0982	false	.	298	3	7	[7]	2	13668	1	169.50	146.00	0	298	13965	0.2500	1	169.50	-346.20	13668	4.86	149.78	13667	2	13628	0.2500	1	0	0	.	0	1	0	0	.	0	2072	.	3	.	upper_IA_large	298	1	13668	169.50	146.00	298	13965	0.2500	1	169.50	-346.20	13668	4.86	149.78	13667	2	13628	0	0	0	2288.00	2288.00	.	1	1	0	0	0	0	298	250	1	.	.	.	.	.	.	.	.	.	.	.	.	298	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[7, 3, 7]	true	190128	2	video_IP_end	true	186914	Fixations	3034.00	4	4	Trial: 2	174043	2
Beny_4	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_4	2	False	(255, 255, 255, 255)	white	w_fly32.mp4	claw	03_4	30.3	4	frog	up	4	cr_reach_up_b_blue.mp4	15160	Beny_4.edf	RIGHT	condition: target_location	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[7, 3, 7]	true	190128	2	video_IP_end	true	186914	Fixations	3034.00	4	4	Trial: 2	174043	2
Beny_4	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_4	2	False	(255, 255, 255, 255)	white	w_fly32.mp4	claw	03_4	30.3	4	frog	up	4	cr_reach_up_b_blue.mp4	15160	Beny_4.edf	RIGHT	condition: target_location	207484.09	.	502	0	0.0000	true	-9747	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	6	23	claw_up	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	595	0	0	.	.	.	.	.	.	.	.	.	.	1023	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	-11958	.	.	.	.	.	.	.	.	.	.	.	.	257	RECTANGLE	[7, 3, 7]	true	190128	2	video_IP_end	true	186914	Fixations	3034.00	4	4	Trial: 2	174043	2
Beny_4	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Beny_4	2	False	(255, 255, 255, 255)	white	w_fly32.mp4	claw	03_4	30.3	4	frog	up	4	cr_reach_up_b_blue.mp4	15160	Beny_4.edf	RIGHT	condition: target_location	163441.69	2303.33	513	2735	0.9015	true	3222	381	1	.	.	1	12871	0	703.70	278.30	1	662	13627	0.5000	2	456.21	.	12871	.	.	.	.	.	0.7500	3	1	0	.	0	1	298	0	.	0	281	.	7	11	test_claw	2073	2	14013	337.90	297.30	2073	16085	0.2500	1	119.52	499.50	14013	6.34	-43.65	14012	3	13966	669	0	0	2425.00	2166.00	.	0	0	1	1	1	1	3034	1024	2	281	1	13347	346.20	264.90	2073	16085	0.2500	1	119.52	499.50	14013	2736	0	.	-1759	2073	2	14013	337.90	297.30	.	.	.	.	.	.	.	248	RECTANGLE	[7, 3, 7]	true	190128	2	video_IP_end	true	186914	Fixations	3034.00	4	4	Trial: 2	174043	2
Dawin_1	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Dawin_1	1	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	11_1	30.3	1	frog	up	1	cr_reach_up_b_blue.mp4	15160	Dawin_1.edf	RIGHT	condition: target_location	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0, 7]	true	1472434	2	video_IP_end	true	1469229	Fixations	3107.00	2	4	Trial: 1	1457161	1
Dawin_1	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Dawin_1	1	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	11_1	30.3	1	frog	up	1	cr_reach_up_b_blue.mp4	15160	Dawin_1.edf	RIGHT	condition: target_location	62500.00	.	705	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	4	.	lower_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	455	RECTANGLE	[0, 7]	true	1472434	2	video_IP_end	true	1469229	Fixations	3107.00	2	4	Trial: 1	1457161	1
Dawin_1	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Dawin_1	1	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	11_1	30.3	1	frog	up	1	cr_reach_up_b_blue.mp4	15160	Dawin_1.edf	RIGHT	condition: target_location	207484.09	.	502	0	0.0000	true	-9747	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	6	23	claw_up	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	595	0	0	.	.	.	.	.	.	.	.	.	.	1023	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	-11958	.	.	.	.	.	.	.	.	.	.	.	.	257	RECTANGLE	[0, 7]	true	1472434	2	video_IP_end	true	1469229	Fixations	3107.00	2	4	Trial: 1	1457161	1
Dawin_1	1	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Dawin_1	1	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	11_1	30.3	1	frog	up	1	cr_reach_up_b_blue.mp4	15160	Dawin_1.edf	RIGHT	condition: target_location	163441.69	4265.00	513	3048	0.9810	true	3222	3048	2	.	.	2	12195	0	776.00	322.00	1	3048	15273	0.5000	1	549.26	465.50	12195	17.61	1.92	12194	1	12097	0.5000	1	0	0	.	0	0	0	0	.	0	0	.	7	11	test_claw	3048	1	12195	776.00	322.00	3048	15273	0.5000	1	549.26	465.50	12195	17.61	1.92	12194	1	12097	669	0	0	4265.00	4265.00	.	0	0	0	0	0	0	3078	1024	1	.	.	.	.	.	.	.	.	.	.	.	.	3078	0	.	-1759	.	.	.	.	.	.	.	.	.	.	.	.	248	RECTANGLE	[0, 7]	true	1472434	2	video_IP_end	true	1469229	Fixations	3107.00	2	4	Trial: 1	1457161	1
Dawin_1	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512, 384)	.	0	Dawin_1	2	False	(255, 255, 255, 255)	white	w_minion32.mp4	claw	11_1	30.3	1	frog	up	2	cr_reach_up_b_blue.mp4	15160	Dawin_1.edf	RIGHT	condition: target_location	62500.00	.	300	0	0.0000	false	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0.0000	0	0	0	.	0	0	0	0	.	0	0	.	3	.	upper_IA_large	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	.	.	.	.	.	.	.	.	.	.	250	0	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	50	RECTANGLE	[0]	true	1502496	2	video_IP_end	true	1499292	Fixations	3204.00	1	4	Trial: 2	1475886	0
